date,group,ridership,on_time_pct,day_type,vehicle_type,fuel_liters,cost_usd
2025-02-07,Route A,1095,91.4,Weekday,CNG,102.5,219.42
2025-02-08,Route A,903,91.0,Weekend,CNG,92.1,205.06
2025-02-09,Route A,919,85.9,Weekend,Hybrid,93.1,206.67
2025-02-10,Route A,1287,89.9,Weekday,Hybrid,113.5,235.43
2025-02-11,Route A,1471,87.2,Weekday,Diesel,123.7,249.92
2025-02-12,Route A,1355,87.2,Weekday,Diesel,117.5,241.44
2025-02-13,Route A,1404,89.7,Weekday,CNG,112.3,222.36
2025-02-14,Route A,1227,90.2,Weekday,CNG,102.7,209.13
2025-02-15,Route A,908,94.6,Weekend,Hybrid,85.3,184.97
2025-02-16,Route A,876,90.6,Weekend,Hybrid,83.7,182.94
2025-02-17,Route A,1284,84.2,Weekday,Diesel,106.3,214.78
2025-02-18,Route A,1408,89.3,Weekday,Diesel,113.2,224.64
2025-02-19,Route A,1412,87.8,Weekday,CNG,113.6,225.41
2025-02-20,Route A,1271,87.2,Weekday,CNG,106.0,214.97
2025-02-21,Route A,1245,86.1,Weekday,Hybrid,104.7,213.36
2025-02-22,Route A,898,92.7,Weekend,Hybrid,85.7,186.96
2025-02-23,Route A,1037,91.9,Weekend,Diesel,93.5,198.08
2025-02-24,Route A,1330,88.2,Weekday,Diesel,109.7,220.97
2025-02-25,Route A,1283,88.3,Weekday,CNG,107.3,217.81
2025-02-26,Route A,1423,95.7,Weekday,CNG,115.1,228.94
2025-02-27,Route A,1352,89.2,Weekday,Hybrid,111.4,223.96
2025-02-28,Route A,1271,84.8,Weekday,Hybrid,107.0,218.00
2025-03-01,Route A,981,93.5,Weekend,Diesel,91.2,196.09
2025-03-02,Route A,976,88.5,Weekend,CNG,91.1,196.15
2025-03-03,Route A,1406,84.0,Weekday,CNG,114.9,229.68
2025-03-04,Route A,1440,94.7,Weekday,Hybrid,116.9,232.68
2025-03-05,Route A,1367,86.4,Weekday,Hybrid,113.0,227.42
2025-03-06,Route A,1376,86.6,Weekday,Diesel,113.6,228.47
2025-03-07,Route A,1186,88.3,Weekday,Diesel,103.3,214.25
2025-03-08,Route A,854,92.4,Weekend,CNG,85.2,189.12
2025-03-09,Route A,878,95.6,Weekend,CNG,86.6,191.28
2025-03-10,Route A,1282,87.0,Weekday,Hybrid,109.0,222.84
2025-03-11,Route A,1462,84.2,Weekday,Hybrid,119.0,237.05
2025-03-12,Route A,1448,91.8,Weekday,Diesel,118.4,236.41
2025-03-13,Route A,1281,88.4,Weekday,Diesel,109.4,224.02
2025-03-14,Route A,1302,90.2,Weekday,CNG,110.7,226.04
2025-03-15,Route A,848,86.8,Weekend,CNG,85.8,191.38
2025-03-16,Route A,970,91.7,Weekend,Hybrid,92.7,201.25
2025-03-17,Route A,1351,88.8,Weekday,Hybrid,113.8,230.99
2025-03-18,Route A,1379,88.4,Weekday,Diesel,115.4,233.44
2025-03-19,Route A,1460,85.5,Weekday,Diesel,120.0,240.08
2025-03-20,Route A,1497,89.1,Weekday,CNG,122.2,243.36
2025-03-21,Route A,1222,89.6,Weekday,CNG,107.2,222.57
2025-03-22,Route A,869,93.0,Weekend,Hybrid,87.9,195.75
2025-03-23,Route A,1013,88.1,Weekend,Hybrid,96.0,207.30
2025-03-24,Route A,1400,88.8,Weekday,Diesel,117.4,237.46
2025-03-25,Route A,1477,93.2,Weekday,Diesel,121.8,243.82
2025-03-26,Route A,1435,85.2,Weekday,CNG,119.6,240.95
2025-03-27,Route A,1339,85.0,Weekday,CNG,114.5,234.01
2025-03-28,Route A,1295,88.4,Weekday,Hybrid,112.2,231.00
2025-03-29,Route A,949,92.9,Weekend,Hybrid,93.3,204.74
2025-03-30,Route A,949,94.7,Weekend,Diesel,93.4,205.08
2025-03-31,Route A,1334,95.5,Weekday,Diesel,114.7,235.11
2025-04-01,Route A,827,87.7,Holiday,CNG,87.0,196.53
2025-04-02,Route A,1393,88.7,Weekday,CNG,118.2,240.42
2025-04-03,Route A,1386,89.4,Weekday,Hybrid,118.0,240.34
2025-04-04,Route A,1335,87.0,Weekday,Hybrid,115.3,236.76
2025-04-05,Route A,886,85.6,Weekend,Diesel,90.8,202.67
2025-04-06,Route A,926,92.7,Weekend,Diesel,93.1,206.09
2025-04-07,Route A,1370,83.4,Weekday,CNG,117.7,240.74
2025-04-08,Route A,1453,88.2,Weekday,CNG,122.4,247.52
2025-04-09,Route A,1412,87.5,Weekday,Hybrid,120.2,244.64
2025-04-10,Route A,1410,83.6,Weekday,Hybrid,120.3,244.99
2025-04-11,Route A,1335,88.7,Weekday,Diesel,116.3,239.59
2025-04-12,Route A,1007,93.1,Weekend,Diesel,98.4,214.74
2025-04-13,Route A,876,87.1,Weekend,CNG,83.3,181.80
2025-04-14,Route A,1395,88.5,Weekday,CNG,112.0,222.18
2025-04-15,Route A,1481,98.0,Weekday,Hybrid,116.8,229.11
2025-04-16,Route A,1507,90.3,Weekday,Hybrid,118.4,231.55
2025-04-17,Route A,1472,88.8,Weekday,Diesel,116.6,229.24
2025-04-18,Route A,1301,89.1,Weekday,Diesel,107.4,216.56
2025-04-19,Route A,900,89.0,Weekend,CNG,85.4,185.96
2025-04-20,Route A,934,90.0,Weekend,CNG,87.4,188.97
2025-04-21,Route A,1510,81.1,Weekday,Hybrid,119.3,233.83
2025-04-22,Route A,1499,81.8,Weekday,Diesel,118.8,233.34
2025-04-23,Route A,1452,89.9,Weekday,Diesel,116.3,230.04
2025-04-24,Route A,1425,83.4,Weekday,CNG,115.0,228.42
2025-04-25,Route A,1284,88.6,Weekday,CNG,107.4,217.99
2025-04-26,Route A,908,90.2,Weekend,Hybrid,86.8,189.35
2025-04-27,Route A,971,87.6,Weekend,Hybrid,90.4,194.60
2025-04-28,Route A,1507,88.4,Weekday,Diesel,120.0,236.24
2025-04-29,Route A,1344,87.0,Weekday,Diesel,111.2,224.12
2025-04-30,Route A,1448,89.0,Weekday,CNG,117.1,232.59
